25500
{
0 1 22
1 1 -1
2 1 32
3 1 156
4 1 -1
5 1 34
6 1 16
7 1 -1
8 1 33
9 1 39
10 1 35
11 1 1
12 1 28
13 1 34
14 1 196
15 1 18
16 1 -1
17 1 74
18 1 43
19 1 4
20 1 63
21 1 109
22 1 27
23 1 23
24 1 12
25 1 1
26 1 33
27 1 8
28 1 47
29 1 -1
30 1 3
31 1 94
32 1 -1
33 1 1
34 1 11
35 1 -1
36 1 1
37 1 2
38 1 18
39 1 254
40 1 131
41 1 -1
42 1 254
43 1 254
44 1 254
45 1 254
46 1 254
47 1 82
48 1 9
49 1 19
50 1 97
51 1 97
52 1 97
53 1 97
54 1 196
55 1 27
56 1 55
57 1 29
}

25800
{
0 1 21
1 1 -1
2 1 27
3 1 175
4 1 -1
5 1 40
6 1 23
7 1 227
8 1 34
9 1 49
10 1 35
11 1 0
12 1 33
13 1 37
14 1 260
15 1 16
16 1 -1
17 1 74
18 1 50
19 1 9
20 1 92
21 1 134
22 1 24
23 1 22
24 1 13
25 1 1
26 1 37
27 1 9
28 1 35
29 1 -1
30 1 2
31 1 105
32 1 -1
33 1 1
34 1 18
35 1 -1
36 1 7
37 1 3
38 1 24
39 1 243
40 1 166
41 1 -1
42 1 243
43 1 243
44 1 243
45 1 243
46 1 243
47 1 91
48 1 15
49 1 22
50 1 136
51 1 136
52 1 136
53 1 136
54 1 260
55 1 33
56 1 45
57 1 20
}

26100
{
0 1 23
1 1 -1
2 1 30
3 1 188
4 1 -1
5 1 34
6 1 18
7 1 233
8 1 48
9 1 64
10 1 46
11 1 0
12 1 21
13 1 37
14 1 165
15 1 16
16 1 -1
17 1 63
18 1 51
19 1 4
20 1 112
21 1 171
22 1 30
23 1 28
24 1 18
25 1 2
26 1 43
27 1 9
28 1 31
29 1 -1
30 1 2
31 1 121
32 1 -1
33 1 1
34 1 22
35 1 -1
36 1 6
37 1 4
38 1 23
39 1 285
40 1 119
41 1 -1
42 1 285
43 1 285
44 1 285
45 1 285
46 1 285
47 1 97
48 1 20
49 1 28
50 1 141
51 1 141
52 1 141
53 1 141
54 1 165
55 1 36
56 1 45
57 1 36
}

26400
{
0 1 28
1 1 -1
2 1 27
3 1 185
4 1 -1
5 1 34
6 1 22
7 1 190
8 1 42
9 1 52
10 1 37
11 1 0
12 1 38
13 1 37
14 1 192
15 1 24
16 1 -1
17 1 76
18 1 57
19 1 3
20 1 128
21 1 168
22 1 35
23 1 23
24 1 12
25 1 2
26 1 28
27 1 12
28 1 41
29 1 -1
30 1 5
31 1 125
32 1 -1
33 1 1
34 1 21
35 1 -1
36 1 8
37 1 9
38 1 20
39 1 343
40 1 111
41 1 -1
42 1 343
43 1 343
44 1 343
45 1 343
46 1 343
47 1 118
48 1 20
49 1 21
50 1 129
51 1 129
52 1 129
53 1 129
54 1 192
55 1 26
56 1 65
57 1 23
}

26700
{
0 1 16
1 1 -1
2 1 39
3 1 153
4 1 -1
5 1 42
6 1 22
7 1 172
8 1 53
9 1 61
10 1 50
11 1 1
12 1 37
13 1 49
14 1 264
15 1 21
16 1 -1
17 1 96
18 1 69
19 1 7
20 1 178
21 1 228
22 1 41
23 1 41
24 1 15
25 1 3
26 1 30
27 1 16
