29700
{
0 1 115
1 1 226
2 1 337
3 1 666
4 1 275
5 1 265
6 1 132
7 1 262
8 1 188
9 1 403
10 1 304
11 1 5
12 1 187
13 1 307
14 1 957
15 1 307
16 1 340
17 1 547
18 1 428
19 1 58
20 1 724
21 1 1033
22 1 222
23 1 225
24 1 62
25 1 70
26 1 270
27 1 104
28 1 349
29 1 428
30 1 137
31 1 562
32 1 46
33 1 31
34 1 181
35 1 742
36 1 66
37 1 69
38 1 119
39 1 1458
40 1 419
41 1 371
42 1 1458
43 1 1458
44 1 1458
45 1 1458
46 1 1458
47 1 543
48 1 235
49 1 242
50 1 1062
51 1 1062
52 1 1062
53 1 1062
54 1 957
55 1 431
56 1 317
57 1 287
}

34200
{
0 1 121
1 1 207
2 1 296
3 1 650
4 1 221
5 1 239
6 1 135
7 1 317
8 1 171
9 1 430
10 1 335
11 1 5
12 1 181
13 1 197
14 1 937
15 1 220
16 1 251
17 1 520
18 1 433
19 1 51
20 1 748
21 1 1033
22 1 199
23 1 202
24 1 67
25 1 59
26 1 271
27 1 88
28 1 312
29 1 398
30 1 124
31 1 518
32 1 25
33 1 24
34 1 167
35 1 688
36 1 63
37 1 63
38 1 134
39 1 1394
40 1 429
41 1 309
42 1 1394
43 1 1394
44 1 1394
45 1 1394
46 1 1394
47 1 494
48 1 208
49 1 207
50 1 1091
51 1 1091
52 1 1091
53 1 1091
54 1 937
55 1 498
56 1 327
57 1 321
}

35100
{
0 1 125
1 1 205
2 1 277
3 1 728
4 1 205
5 1 208
6 1 115
7 1 344
8 1 199
9 1 366
10 1 368
11 1 5
12 1 176
13 1 165
14 1 961
15 1 160
16 1 206
17 1 475
18 1 402
19 1 74
20 1 617
21 1 886
22 1 220
23 1 205
24 1 69
25 1 63
26 1 259
27 1 99
28 1 301
29 1 350
30 1 115
31 1 545
32 1 29
33 1 22
34 1 138
35 1 581
36 1 49
37 1 72
38 1 121
39 1 1330
40 1 400
41 1 279
42 1 1330
43 1 1330
44 1 1330
45 1 1330
46 1 1330
47 1 489
48 1 190
49 1 182
50 1 1048
51 1 1048
52 1 1048
53 1 1048
54 1 961
55 1 459
56 1 280
57 1 289
}

36000
{
0 1 129
1 1 187
2 1 275
3 1 610
4 1 201
5 1 202
6 1 98
7 1 347
8 1 192
9 1 375
10 1 359
11 1 5
12 1 134
13 1 105
14 1 861
15 1 98
16 1 146
17 1 465
18 1 357
19 1 49
20 1 591
21 1 798
22 1 196
23 1 192
24 1 69
25 1 50
26 1 237
27 1 86
28 1 274
29 1 346
30 1 85
31 1 517
32 1 25
33 1 19
34 1 124
35 1 533
36 1 63
37 1 71
38 1 144
39 1 1374
40 1 426
41 1 259
42 1 1374
43 1 1374
44 1 1374
45 1 1374
46 1 1374
47 1 512
48 1 190
49 1 213
50 1 882
51 1 882
52 1 882
53 1 882
54 1 861
55 1 453
56 1 266
57 1 354
}

36900
{
0 1 157
1 1 229
2 1 311
3 1 604
4 1 214
5 1 258
6 1 120
7 1 324
8 1 220
9 1 412
10 1 366
11 1 2
12 1 167
13 1 140
14 1 927
15 1 120
16 1 142
17 1 487
18 1 354
19 1 45
20 1 573
21 1 751
22 1 186
23 1 184
24 1 86
25 1 45
26 1 269
27 1 76
28 1 289
29 1 348
30 1 77
31 1 482
32 1 15
33 1 21
34 1 127
35 1 528
36 1 65
37 1 76
38 1 136
39 1 1322
40 1 360
41 1 283
42 1 1322
43 1 1322
44 1 1322
45 1 1322
46 1 1322
47 1 420
48 1 171
49 1 192
50 1 970
51 1 970
52 1 970
53 1 970
54 1 927
55 1 371
56 1 267
57 1 318
}

37800
{
0 1 155
1 1 183
2 1 301
3 1 562
4 1 0
5 1 272
6 1 113
7 1 328
8 1 239
9 1 435
10 1 400
11 1 7
12 1 183
13 1 137
14 1 753
15 1 102
16 1 141
17 1 476
18 1 431
19 1 55
20 1 602
21 1 718
22 1 179
23 1 186
24 1 126
25 1 39
26 1 258
27 1 74
28 1 265
29 1 354
30 1 81
31 1 431
32 1 0
33 1 17
34 1 153
35 1 526
36 1 86
37 1 124
38 1 179
39 1 1322
40 1 366
41 1 0
42 1 1322
43 1 1322
44 1 1322
45 1 1322
46 1 1322
47 1 381
48 1 205
49 1 198
50 1 895
51 1 895
52 1 895
53 1 895
54 1 753
55 1 393
56 1 252
57 1 310
}

38700
{
0 1 169
1 1 214
2 1 290
3 1 583
4 1 0
5 1 262
6 1 113
7 1 343
8 1 208
9 1 391
10 1 332
11 1 3
12 1 167
13 1 130
14 1 786
15 1 94
16 1 125
17 1 480
18 1 412
19 1 48
20 1 616
21 1 761
22 1 191
23 1 191
24 1 123
25 1 40
26 1 298
27 1 78
28 1 267
29 1 352
30 1 76
31 1 483
32 1 0
33 1 8
34 1 165
35 1 533
36 1 76
37 1 96
38 1 129
39 1 1316
40 1 347
41 1 0
42 1 1316
43 1 1316
44 1 1316
45 1 1316
46 1 1316
47 1 447
48 1 217
49 1 191
50 1 915
51 1 915
52 1 915
53 1 915
54 1 786
55 1 370
56 1 298
57 1 334
}

39600
{
0 1 182
1 1 220
2 1 294
3 1 613
4 1 0
5 1 270
6 1 103
7 1 336
8 1 246
9 1 396
10 1 363
11 1 3
12 1 187
13 1 121
14 1 890
15 1 104
16 1 128
17 1 544
18 1 440
19 1 54
20 1 572
21 1 711
22 1 175
23 1 191
24 1 88
25 1 40
26 1 260
27 1 82
28 1 283
29 1 355
30 1 76
31 1 506
32 1 0
33 1 19
34 1 165
35 1 524
36 1 58
37 1 83
38 1 174
39 1 1218
40 1 354
41 1 0
42 1 1218
43 1 1218
44 1 1218
45 1 1218
46 1 1218
47 1 437
48 1 198
49 1 209
50 1 922
51 1 922
52 1 922
53 1 922
54 1 890
55 1 418
56 1 286
57 1 368
}
